|6.6.6
1,0_0,2_0,0_0,0_0,0_0,0_MANTLE_1.tab                                                                
           2
T(K)    
   2200.0000000000000     
   456.41025641025641     
          40
P(bar)  
   1250000.0000000000     
   4839743.5897435900     
          40
          23
T(K)           P(bar)         rho,kg/m3      v0,km/s        vp,km/s        vs,km/s        alpha,1/K      cp,J/K/kg      Wus,mo%        Pv,mo%         an,mo%         O,mo%          Wad,mo%        Ring,mo%       Gt_maj,mo%     Ppv,mo%        st,mo%         q,mo%          ca-pv,mo%      cfs,mo%        coe,mo%        ky,mo%         seif,mo%      
  16805.13      0.3996795E+08   14715.28       26.84930       0.000000       0.000000      0.1114906E-06   1250.743       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  17261.54      0.3996795E+08   14714.53       26.83767       0.000000       0.000000      0.1107644E-06   1251.068       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  17717.95      0.3996795E+08   14713.79       26.82602       0.000000       0.000000      0.1100306E-06   1251.391       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  18174.36      0.3996795E+08   14713.05       26.81434       0.000000       0.000000      0.1092893E-06   1251.710       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  18630.77      0.3996795E+08   14712.32       26.80263       0.000000       0.000000      0.1085405E-06   1252.028       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  19087.18      0.3996795E+08   14711.59       26.79090       0.000000       0.000000      0.1077842E-06   1252.343       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  19543.59      0.3996795E+08   14710.87       26.77914       0.000000       0.000000      0.1070204E-06   1252.657       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  20000.00      0.3996795E+08   14710.16       26.76736       0.000000       0.000000      0.1062493E-06   1252.969       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  2200.000      0.4480769E+08   15377.59       28.06275       0.000000       0.000000      0.2009157E-07   1184.985       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  2656.410      0.4480769E+08   15377.43       28.05113       0.000000       0.000000      0.2403567E-07   1203.185       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  3112.821      0.4480769E+08   15377.25       28.03940       0.000000       0.000000      0.2610823E-07   1214.304       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  3569.231      0.4480769E+08   15377.07       28.02758       0.000000       0.000000      0.2714870E-07   1221.620       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  4025.641      0.4480769E+08   15376.87       28.01570       0.000000       0.000000      0.2757564E-07   1226.718       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  4482.051      0.4480769E+08   15376.68       28.00376       0.000000       0.000000      0.2761498E-07   1230.438       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  4938.462      0.4480769E+08   15376.49       27.99178       0.000000       0.000000      0.2739685E-07   1233.259       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  5394.872      0.4480769E+08   15376.29       27.97975       0.000000       0.000000      0.2700022E-07   1235.469       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  5851.282      0.4480769E+08   15376.11       27.96767       0.000000       0.000000      0.2647523E-07   1237.249       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  6307.692      0.4480769E+08   15375.92       27.95556       0.000000       0.000000      0.2585487E-07   1238.718       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  6764.103      0.4480769E+08   15375.74       27.94342       0.000000       0.000000      0.2516154E-07   1239.958       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  7220.513      0.4480769E+08   15375.57       27.93123       0.000000       0.000000      0.2441089E-07   1241.023       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  7676.923      0.4480769E+08   15375.40       27.91901       0.000000       0.000000      0.2361408E-07   1241.954       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  8133.333      0.4480769E+08   15375.24       27.90676       0.000000       0.000000      0.2277923E-07   1242.781       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  8589.744      0.4480769E+08   15375.08       27.89446       0.000000       0.000000      0.2191238E-07   1243.526       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  9046.154      0.4480769E+08   15374.93       27.88214       0.000000       0.000000      0.2101807E-07   1244.204       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  9502.564      0.4480769E+08   15374.79       27.86978       0.000000       0.000000      0.2009974E-07   1244.828       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  9958.974      0.4480769E+08   15374.65       27.85738       0.000000       0.000000      0.1916007E-07   1245.409       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  10415.38      0.4480769E+08   15374.52       27.84495       0.000000       0.000000      0.1820116E-07   1245.954       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  10871.79      0.4480769E+08   15374.39       27.83249       0.000000       0.000000      0.1722460E-07   1246.469       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  11328.21      0.4480769E+08   15374.28       27.81999       0.000000       0.000000      0.1623171E-07   1246.958       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  11784.62      0.4480769E+08   15374.17       27.80746       0.000000       0.000000      0.1522351E-07   1247.427       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  12241.03      0.4480769E+08   15374.06       27.79489       0.000000       0.000000      0.1420080E-07   1247.878       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  12697.44      0.4480769E+08   15373.97       27.78228       0.000000       0.000000      0.1316424E-07   1248.314       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  13153.85      0.4480769E+08   15373.88       27.76964       0.000000       0.000000      0.1211442E-07   1248.738       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  13610.26      0.4480769E+08   15373.80       27.75697       0.000000       0.000000      0.1105166E-07   1249.150       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  14066.67      0.4480769E+08   15373.72       27.74425       0.000000       0.000000      0.9976348E-08   1249.554       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  14523.08      0.4480769E+08   15373.66       27.73151       0.000000       0.000000      0.8888732E-08   1249.949       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  14979.49      0.4480769E+08   15373.60       27.71872       0.000000       0.000000      0.7788978E-08   1250.337       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  15435.90      0.4480769E+08   15373.55       27.70590       0.000000       0.000000      0.6677346E-08   1250.720       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  15892.31      0.4480769E+08   15373.51       27.69304       0.000000       0.000000      0.5553818E-08   1251.098       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  16348.72      0.4480769E+08   15373.47       27.68014       0.000000       0.000000      0.4418583E-08   1251.471       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  16805.13      0.4480769E+08   15373.44       27.66721       0.000000       0.000000      0.3271612E-08   1251.841       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  17261.54      0.4480769E+08   15373.43       27.65424       0.000000       0.000000      0.2112992E-08   1252.208       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  17717.95      0.4480769E+08   15373.41       27.64123       0.000000       0.000000      0.9427579E-09   1252.573       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  18174.36      0.4480769E+08   15373.41       27.62818       0.000000       0.000000     -0.2392260E-09   1252.935       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  18630.77      0.4480769E+08   15373.42       27.61509       0.000000       0.000000     -0.1432956E-08   1253.296       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  19087.18      0.4480769E+08   15373.43       27.60196       0.000000       0.000000     -0.2638376E-08   1253.655       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  19543.59      0.4480769E+08   15373.46       27.58879       0.000000       0.000000     -0.3855578E-08   1254.013       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  20000.00      0.4480769E+08   15373.49       27.57559       0.000000       0.000000     -0.5084685E-08   1254.370       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  2200.000      0.4964744E+08   15978.00       28.85000       0.000000       0.000000     -0.6796930E-07   1184.272       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  2656.410      0.4964744E+08   15978.49       28.83718       0.000000       0.000000     -0.6497576E-07   1202.751       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  3112.821      0.4964744E+08   15978.95       28.82423       0.000000       0.000000     -0.6361937E-07   1214.063       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  3569.231      0.4964744E+08   15979.42       28.81118       0.000000       0.000000     -0.6317595E-07   1221.521       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  4025.641      0.4964744E+08   15979.88       28.79805       0.000000       0.000000     -0.6328011E-07   1226.729       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  4482.051      0.4964744E+08   15980.34       28.78486       0.000000       0.000000     -0.6373322E-07   1230.541       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  4938.462      0.4964744E+08   15980.81       28.77160       0.000000       0.000000     -0.6442038E-07   1233.440       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  5394.872      0.4964744E+08   15981.28       28.75828       0.000000       0.000000     -0.6527163E-07   1235.719       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  5851.282      0.4964744E+08   15981.76       28.74491       0.000000       0.000000     -0.6624251E-07   1237.562       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  6307.692      0.4964744E+08   15982.25       28.73149       0.000000       0.000000     -0.6730372E-07   1239.090       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  6764.103      0.4964744E+08   15982.74       28.71802       0.000000       0.000000     -0.6843536E-07   1240.385       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  7220.513      0.4964744E+08   15983.25       28.70450       0.000000       0.000000     -0.6962355E-07   1241.504       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  7676.923      0.4964744E+08   15983.76       28.69092       0.000000       0.000000     -0.7085841E-07   1242.488       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  8133.333      0.4964744E+08   15984.28       28.67730       0.000000       0.000000     -0.7213275E-07   1243.366       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  8589.744      0.4964744E+08   15984.81       28.66363       0.000000       0.000000     -0.7344127E-07   1244.161       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  9046.154      0.4964744E+08   15985.35       28.64992       0.000000       0.000000     -0.7477999E-07   1244.889       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  9502.564      0.4964744E+08   15985.90       28.63615       0.000000       0.000000     -0.7614591E-07   1245.564       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  9958.974      0.4964744E+08   15986.46       28.62233       0.000000       0.000000     -0.7753673E-07   1246.195       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  10415.38      0.4964744E+08   15987.03       28.60847       0.000000       0.000000     -0.7895070E-07   1246.790       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  10871.79      0.4964744E+08   15987.61       28.59455       0.000000       0.000000     -0.8038642E-07   1247.355       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  11328.21      0.4964744E+08   15988.21       28.58059       0.000000       0.000000     -0.8184285E-07   1247.896       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  11784.62      0.4964744E+08   15988.81       28.56657       0.000000       0.000000     -0.8331915E-07   1248.416       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  12241.03      0.4964744E+08   15989.42       28.55251       0.000000       0.000000     -0.8481477E-07   1248.918       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  12697.44      0.4964744E+08   15990.05       28.53839       0.000000       0.000000     -0.8632909E-07   1249.407       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  13153.85      0.4964744E+08   15990.68       28.52422       0.000000       0.000000     -0.8786188E-07   1249.883       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  13610.26      0.4964744E+08   15991.33       28.51001       0.000000       0.000000     -0.8941279E-07   1250.349       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  14066.67      0.4964744E+08   15991.99       28.49573       0.000000       0.000000     -0.9098162E-07   1250.807       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  14523.08      0.4964744E+08   15992.66       28.48141       0.000000       0.000000     -0.9256835E-07   1251.257       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  14979.49      0.4964744E+08   15993.34       28.46703       0.000000       0.000000     -0.9417284E-07   1251.702       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  15435.90      0.4964744E+08   15994.03       28.45260       0.000000       0.000000     -0.9579508E-07   1252.141       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  15892.31      0.4964744E+08   15994.74       28.43812       0.000000       0.000000     -0.9743509E-07   1252.576       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  16348.72      0.4964744E+08   15995.46       28.42358       0.000000       0.000000     -0.9909289E-07   1253.008       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  16805.13      0.4964744E+08   15996.19       28.40898       0.000000       0.000000     -0.1007687E-06   1253.437       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  17261.54      0.4964744E+08   15996.93       28.39433       0.000000       0.000000     -0.1024625E-06   1253.865       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  17717.95      0.4964744E+08   15997.68       28.37962       0.000000       0.000000     -0.1041743E-06   1254.290       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  18174.36      0.4964744E+08   15998.45       28.36486       0.000000       0.000000     -0.1059045E-06   1254.715       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  18630.77      0.4964744E+08   1.003291       5556209.       0.000000       0.000000      0.2682786E-10   1255.139       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  19087.18      0.4964744E+08   1.003290       5549171.       0.000000       0.000000      0.2684806E-10   1255.562       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  19543.59      0.4964744E+08   16000.83       28.32021       0.000000       0.000000     -0.1112068E-06   1255.986       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  20000.00      0.4964744E+08   16001.65       28.30522       0.000000       0.000000     -0.1130121E-06   1256.409       50.00029       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       49.99971    
  2200.000      0.5448718E+08   4.015538       0.000000       0.000000       0.000000      0.1015471E-14  0.5274847E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  2656.410      0.5448718E+08   4.015538       0.000000       0.000000       0.000000      0.1040716E-14  0.5404441E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  3112.821      0.5448718E+08   4.015538       0.000000       0.000000       0.000000      0.1056373E-14  0.5484156E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  3569.231      0.5448718E+08   4.015538       0.000000       0.000000       0.000000      0.1066822E-14  0.5536773E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  4025.641      0.5448718E+08   4.015538       0.000000       0.000000       0.000000      0.1074212E-14  0.5573476E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  4482.051      0.5448718E+08   4.015538       0.000000       0.000000       0.000000      0.1079694E-14  0.5600245E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  4938.462      0.5448718E+08   4.015538       0.000000       0.000000       0.000000      0.1084268E-14  0.5621152E-02  0.4579932E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  5394.872      0.5448718E+08   4.015538       0.000000       0.000000       0.000000      0.1087302E-14  0.5636325E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  5851.282      0.5448718E+08   4.015538       0.000000       0.000000       0.000000      0.1090078E-14  0.5649017E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  6307.692      0.5448718E+08   4.015538       0.000000       0.000000       0.000000      0.1104854E-14  0.5664066E-02  0.4583150E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  6764.103      0.5448718E+08   4.015538       0.000000       0.000000       0.000000      0.1094437E-14  0.5668180E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  7220.513      0.5448718E+08   4.015538       0.000000       0.000000       0.000000      0.1096210E-14  0.5675645E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  7676.923      0.5448718E+08   4.015538       0.000000       0.000000       0.000000      0.1097795E-14  0.5682127E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  8133.333      0.5448718E+08   4.015538       0.000000       0.000000       0.000000      0.1100349E-14  0.5693623E-02  0.4584063E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  8589.744      0.5448718E+08   4.015538       0.000000       0.000000       0.000000      0.1100923E-14  0.5694863E-02  0.4580954E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  9046.154      0.5448718E+08   4.015538       0.000000       0.000000       0.000000      0.1102138E-14  0.5699412E-02  0.4580906E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  9502.564      0.5448718E+08   4.015538       0.000000       0.000000       0.000000      0.1035981E-14  0.5702719E-02  0.4580183E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  9958.974      0.5448718E+08   4.015538       0.000000       0.000000       0.000000      0.1139031E-14  0.5711129E-02  0.4583820E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  10415.38      0.5448718E+08   4.015538       0.000000       0.000000       0.000000     -0.1694033E-14  0.5716248E-02  0.4585031E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99541       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  10871.79      0.5448718E+08   4.015538       0.000000       0.000000       0.000000      0.1106037E-14  0.5712611E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
