|6.6.6
1,0_0,2_0,0_0,0_0,0_0,0_MANTLE_1.tab                                                                
           2
T(K)    
   2200.0000000000000     
   456.41025641025641     
          40
P(bar)  
   1250000.0000000000     
   4839743.5897435900     
          40
          23
T(K)           P(bar)         rho,kg/m3      v0,km/s        vp,km/s        vs,km/s        alpha,1/K      cp,J/K/kg      Wus,mo%        Pv,mo%         an,mo%         O,mo%          Wad,mo%        Ring,mo%       Gt_maj,mo%     Ppv,mo%        st,mo%         q,mo%          ca-pv,mo%      cfs,mo%        coe,mo%        ky,mo%         seif,mo%      
  16348.72      0.9804487E+08   4.015538       0.000000       0.000000       0.000000      0.6532040E-15  0.5727442E-02  0.4581227E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  16805.13      0.9804487E+08   4.015538       0.000000       0.000000       0.000000      0.6534701E-15  0.5729009E-02  0.4580960E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  17261.54      0.9804487E+08   4.015538       0.000000       0.000000       0.000000      0.6535897E-15  0.5729283E-02  0.4579697E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  17717.95      0.9804487E+08   4.015538       0.000000       0.000000       0.000000      0.6538428E-15  0.5730730E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  18174.36      0.9804487E+08   4.015538       0.000000       0.000000       0.000000      0.6541333E-15  0.5732504E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  18630.77      0.9804487E+08   4.015538       0.000000       0.000000       0.000000      0.6544201E-15  0.5734244E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  19087.18      0.9804487E+08   4.015538       0.000000       0.000000       0.000000      0.6547035E-15  0.5735954E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  19543.59      0.9804487E+08   4.015538       0.000000       0.000000       0.000000      0.6549840E-15  0.5737636E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  20000.00      0.9804487E+08   4.015538       0.000000       0.000000       0.000000      0.6560434E-15  0.5746139E-02  0.4584869E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  2200.000      0.1028846E+09   4.015538       0.000000       0.000000       0.000000      0.5568094E-15  0.5112976E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  2656.410      0.1028846E+09   4.015538       0.000000       0.000000       0.000000      0.5758981E-15  0.5287683E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  3112.821      0.1028846E+09   4.015538       0.000000       0.000000       0.000000      0.5877483E-15  0.5395881E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  3569.231      0.1028846E+09   4.015538       0.000000       0.000000       0.000000      0.5956057E-15  0.5467393E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  4025.641      0.1028846E+09   4.015538       0.000000       0.000000       0.000000      0.6010958E-15  0.5517152E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  4482.051      0.1028846E+09   4.015538       0.000000       0.000000       0.000000      0.6050987E-15  0.5553245E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  4938.462      0.1028846E+09   4.015538       0.000000       0.000000       0.000000      0.6081226E-15  0.5580342E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  5394.872      0.1028846E+09   4.015538       0.000000       0.000000       0.000000      0.6104766E-15  0.5601283E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  5851.282      0.1028846E+09   4.015538       0.000000       0.000000       0.000000      0.6123572E-15  0.5617873E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  6307.692      0.1028846E+09   4.015538       0.000000       0.000000       0.000000      0.6138942E-15  0.5631305E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  6764.103      0.1028846E+09   4.015538       0.000000       0.000000       0.000000      0.6151756E-15  0.5642388E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  7220.513      0.1028846E+09   4.015538       0.000000       0.000000       0.000000      0.6162634E-15  0.5651690E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  7676.923      0.1028846E+09   4.015538       0.000000       0.000000       0.000000      0.6172015E-15  0.5659616E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  8133.333      0.1028846E+09   4.015538       0.000000       0.000000       0.000000      0.6180196E-15  0.5666463E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  8589.744      0.1028846E+09   4.015538       0.000000       0.000000       0.000000      0.6187485E-15  0.5672454E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  9046.154      0.1028846E+09   4.015538       0.000000       0.000000       0.000000      0.6195818E-15  0.5679409E-02  0.4580741E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  9502.564      0.1028846E+09   4.015538       0.000000       0.000000       0.000000      0.6199941E-15  0.5682492E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  9958.974      0.1028846E+09   4.015538       0.000000       0.000000       0.000000      0.6210043E-15  0.5691064E-02  0.4582866E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  10415.38      0.1028846E+09   4.015538       0.000000       0.000000       0.000000      0.6210352E-15  0.5690659E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  10871.79      0.1028846E+09   4.015538       0.000000       0.000000       0.000000      0.6215001E-15  0.5694231E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  11328.21      0.1028846E+09   4.015538       0.000000       0.000000       0.000000      0.6219357E-15  0.5697532E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  11784.62      0.1028846E+09   4.015538       0.000000       0.000000       0.000000      0.6223465E-15  0.5700604E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  12241.03      0.1028846E+09   4.015538       0.000000       0.000000       0.000000      0.6227360E-15  0.5703480E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  12697.44      0.1028846E+09   4.015538       0.000000       0.000000       0.000000      0.6231073E-15  0.5706186E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  13153.85      0.1028846E+09   4.015538       0.000000       0.000000       0.000000      0.6243230E-15  0.5716648E-02  0.4585743E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99541       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  13610.26      0.1028846E+09   4.015538       0.000000       0.000000       0.000000      0.6238048E-15  0.5711183E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  14066.67      0.1028846E+09   4.015538       0.000000       0.000000       0.000000      0.6251014E-15  0.5722368E-02  0.4586508E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99541       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  14523.08      0.1028846E+09   4.015538       0.000000       0.000000       0.000000      0.6245338E-15  0.5716463E-02  0.4579989E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  14979.49      0.1028846E+09   4.015538       0.000000       0.000000       0.000000      0.6247647E-15  0.5717878E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  15435.90      0.1028846E+09   4.015538       0.000000       0.000000       0.000000      0.6250670E-15  0.5719945E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  15892.31      0.1028846E+09   4.015538       0.000000       0.000000       0.000000      0.6253621E-15  0.5721945E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  16348.72      0.1028846E+09   4.015538       0.000000       0.000000       0.000000      0.6258469E-15  0.5725692E-02  0.4580851E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  16805.13      0.1028846E+09   4.015538       0.000000       0.000000       0.000000      0.6259340E-15  0.5725774E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  17261.54      0.1028846E+09   4.015538       0.000000       0.000000       0.000000      0.6262120E-15  0.5727614E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  17717.95      0.1028846E+09   4.015538       0.000000       0.000000       0.000000      0.6264855E-15  0.5729412E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  18174.36      0.1028846E+09   4.015538       0.000000       0.000000       0.000000      0.6267549E-15  0.5731171E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  18630.77      0.1028846E+09   4.015538       0.000000       0.000000       0.000000      0.6270206E-15  0.5732894E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  19087.18      0.1028846E+09   4.015538       0.000000       0.000000       0.000000      0.6272829E-15  0.5734587E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  19543.59      0.1028846E+09   4.015538       0.000000       0.000000       0.000000      0.6275423E-15  0.5736251E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  20000.00      0.1028846E+09   4.015538       0.000000       0.000000       0.000000      0.6284730E-15  0.5744050E-02  0.4584323E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  2200.000      0.1077244E+09   4.015538       0.000000       0.000000       0.000000      0.5335151E-15  0.5098842E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  2656.410      0.1077244E+09   4.015538       0.000000       0.000000       0.000000      0.5522582E-15  0.5277451E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  3112.821      0.1077244E+09   4.015538       0.000000       0.000000       0.000000      0.5638995E-15  0.5388149E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  3569.231      0.1077244E+09   4.015538       0.000000       0.000000       0.000000      0.5716182E-15  0.5461338E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  4025.641      0.1077244E+09   4.015538       0.000000       0.000000       0.000000      0.5770092E-15  0.5512266E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  4482.051      0.1077244E+09   4.015538       0.000000       0.000000       0.000000      0.5809369E-15  0.5549203E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  4938.462      0.1077244E+09   4.015538       0.000000       0.000000       0.000000      0.5839011E-15  0.5576924E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  5394.872      0.1077244E+09   4.015538       0.000000       0.000000       0.000000      0.5862056E-15  0.5598337E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  5851.282      0.1077244E+09   4.015538       0.000000       0.000000       0.000000      0.5880441E-15  0.5615291E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  6307.692      0.1077244E+09   4.015538       0.000000       0.000000       0.000000      0.5895440E-15  0.5629007E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  6764.103      0.1077244E+09   4.015538       0.000000       0.000000       0.000000      0.5907922E-15  0.5640316E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  7220.513      0.1077244E+09   4.015538       0.000000       0.000000       0.000000      0.5918496E-15  0.5649798E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  7676.923      0.1077244E+09   4.015538       0.000000       0.000000       0.000000      0.5927595E-15  0.5657870E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  8133.333      0.1077244E+09   4.015538       0.000000       0.000000       0.000000      0.5941676E-15  0.5670693E-02  0.4584141E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  8589.744      0.1077244E+09   4.015538       0.000000       0.000000       0.000000      0.5942564E-15  0.5670923E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  9046.154      0.1077244E+09   4.015538       0.000000       0.000000       0.000000      0.5948849E-15  0.5676301E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  9502.564      0.1077244E+09   4.015538       0.000000       0.000000       0.000000      0.5956427E-15  0.5682910E-02  0.4580863E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  9958.974      0.1077244E+09   4.015538       0.000000       0.000000       0.000000      0.5959723E-15  0.5685431E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  10415.38      0.1077244E+09   4.015538       0.000000       0.000000       0.000000      0.5964501E-15  0.5689365E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  10871.79      0.1077244E+09   4.015538       0.000000       0.000000       0.000000      0.5968937E-15  0.5692971E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  11328.21      0.1077244E+09   4.015538       0.000000       0.000000       0.000000      0.5973084E-15  0.5696299E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  11784.62      0.1077244E+09   4.015538       0.000000       0.000000       0.000000      0.5976986E-15  0.5699393E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  12241.03      0.1077244E+09   4.015538       0.000000       0.000000       0.000000      0.5980678E-15  0.5702284E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  12697.44      0.1077244E+09   4.015538       0.000000       0.000000       0.000000      0.5984191E-15  0.5705003E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  13153.85      0.1077244E+09   4.015538       0.000000       0.000000       0.000000      0.5993945E-15  0.5713670E-02  0.4584299E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  13610.26      0.1077244E+09   4.015538       0.000000       0.000000       0.000000      0.5990771E-15  0.5710012E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  14066.67      0.1077244E+09   4.015538       0.000000       0.000000       0.000000      0.6003172E-15  0.5721197E-02  0.4586508E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99541       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  14523.08      0.1077244E+09   4.015538       0.000000       0.000000       0.000000      0.6345146E-15  0.5718656E-02  0.4582684E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  14979.49      0.1077244E+09   4.015538       0.000000       0.000000       0.000000      0.5999790E-15  0.5716705E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  15435.90      0.1077244E+09   4.015538       0.000000       0.000000       0.000000      0.6002622E-15  0.5718767E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  15892.31      0.1077244E+09   4.015538       0.000000       0.000000       0.000000      0.6005383E-15  0.5720761E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  16348.72      0.1077244E+09   4.015538       0.000000       0.000000       0.000000      0.6008081E-15  0.5722694E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  16805.13      0.1077244E+09   4.015538       0.000000       0.000000       0.000000      0.6012763E-15  0.5726514E-02  0.4580960E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  17261.54      0.1077244E+09   4.015538       0.000000       0.000000       0.000000      0.6013878E-15  0.5726766E-02  0.4579698E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  17717.95      0.1077244E+09   4.015538       0.000000       0.000000       0.000000      0.6015863E-15  0.5728187E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  18174.36      0.1077244E+09   4.015538       0.000000       0.000000       0.000000      0.6018370E-15  0.5729932E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  18630.77      0.1077244E+09   4.015538       0.000000       0.000000       0.000000      0.6020840E-15  0.5731642E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  19087.18      0.1077244E+09   4.015538       0.000000       0.000000       0.000000      0.6023278E-15  0.5733320E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  19543.59      0.1077244E+09   4.015538       0.000000       0.000000       0.000000      0.6027004E-15  0.5736223E-02  0.4580408E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  20000.00      0.1077244E+09   4.015538       0.000000       0.000000       0.000000      0.6028067E-15  0.5736589E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  2200.000      0.1125641E+09   4.015538       0.000000       0.000000       0.000000      0.5122228E-15  0.5084964E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  2656.410      0.1125641E+09   4.015538       0.000000       0.000000       0.000000      0.5306468E-15  0.5267395E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  3112.821      0.1125641E+09   4.015538       0.000000       0.000000       0.000000      0.5420958E-15  0.5380549E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  3569.231      0.1125641E+09   4.015538       0.000000       0.000000       0.000000      0.5496872E-15  0.5455387E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  4025.641      0.1125641E+09   4.015538       0.000000       0.000000       0.000000      0.5549873E-15  0.5507468E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  4482.051      0.1125641E+09   4.015538       0.000000       0.000000       0.000000      0.5588464E-15  0.5545235E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  4938.462      0.1125641E+09   4.015538       0.000000       0.000000       0.000000      0.5617561E-15  0.5573572E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  5394.872      0.1125641E+09   4.015538       0.000000       0.000000       0.000000      0.5640158E-15  0.5595452E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  5851.282      0.1125641E+09   4.015538       0.000000       0.000000       0.000000      0.5658159E-15  0.5612766E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  6307.692      0.1125641E+09   4.015538       0.000000       0.000000       0.000000      0.5672823E-15  0.5626765E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  6764.103      0.1125641E+09   4.015538       0.000000       0.000000       0.000000      0.5685006E-15  0.5638298E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  7220.513      0.1125641E+09   4.015538       0.000000       0.000000       0.000000      0.5695305E-15  0.5647960E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  7676.923      0.1125641E+09   4.015538       0.000000       0.000000       0.000000      0.5704151E-15  0.5656177E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
  8133.333      0.1125641E+09   4.015538       0.000000       0.000000       0.000000      0.5711858E-15  0.5663261E-02  0.4579406E-02   0.000000       0.000000       0.000000       0.000000       0.000000       99.99542       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
